filename,actual,original_count,predicted,confidence
collage_115_1_receipts.jpg,1,1,2,0.5533187846639792
collage_016_3_receipts.jpg,2,3,2,0.6518460804611955
collage_249_0_receipts.jpg,0,0,0,0.551064383622074
collage_239_0_receipts.jpg,0,0,0,0.6814725655290612
collage_180_0_receipts.jpg,0,0,0,0.5618417908457274
collage_158_0_receipts.jpg,0,0,0,0.5722838050882973
collage_294_3_receipts.jpg,2,3,2,0.6662489489388083
collage_264_0_receipts.jpg,0,0,0,0.5557938103151748
collage_220_0_receipts.jpg,0,0,0,0.6478949706694013
collage_285_1_receipts.jpg,1,1,2,0.5182705640957805
collage_093_0_receipts.jpg,0,0,0,0.5786596773912747
collage_142_1_receipts.jpg,1,1,2,0.5012153451088693
collage_009_4_receipts.jpg,2,4,2,0.6747628369452755
collage_113_2_receipts.jpg,2,2,2,0.6247864024372756
collage_055_1_receipts.jpg,1,1,2,0.5424973094378234
collage_033_0_receipts.jpg,0,0,0,0.5939720228414194
collage_170_0_receipts.jpg,0,0,0,0.6327072692685967
collage_120_0_receipts.jpg,0,0,0,0.5339017770555735
collage_032_1_receipts.jpg,1,1,2,0.5646690723268732
collage_259_2_receipts.jpg,2,2,2,0.5129790594091026
collage_148_0_receipts.jpg,0,0,0,0.5647311018264294
collage_200_1_receipts.jpg,1,1,2,0.51327641295726
collage_035_1_receipts.jpg,1,1,1,0.5159126130659634
collage_297_1_receipts.jpg,1,1,1,0.5013162894089155
collage_272_0_receipts.jpg,0,0,0,0.6700589875397905
collage_096_3_receipts.jpg,2,3,2,0.64589924747827
collage_109_0_receipts.jpg,0,0,0,0.5821896721504836
collage_296_0_receipts.jpg,0,0,0,0.5803065111642957
collage_184_0_receipts.jpg,0,0,0,0.6453152761192997
collage_171_0_receipts.jpg,0,0,0,0.6772015141444613
collage_006_1_receipts.jpg,1,1,2,0.5008004743959603
collage_000_0_receipts.jpg,0,0,0,0.6402993376085278
collage_024_0_receipts.jpg,0,0,0,0.6048587783615453
collage_262_2_receipts.jpg,2,2,2,0.6192195048714709
collage_065_1_receipts.jpg,1,1,2,0.5132621789214906
collage_203_0_receipts.jpg,0,0,0,0.6445046989408774
collage_194_0_receipts.jpg,0,0,0,0.6018904473815809
collage_014_1_receipts.jpg,1,1,1,0.5126760023130442
collage_211_2_receipts.jpg,2,2,2,0.5705869717424255
collage_041_4_receipts.jpg,2,4,2,0.6655339118871214
collage_078_1_receipts.jpg,1,1,2,0.5446176792131626
collage_057_0_receipts.jpg,0,0,0,0.5932521717105245
collage_083_0_receipts.jpg,0,0,0,0.5430978987835765
collage_185_0_receipts.jpg,0,0,0,0.5541292172204256
collage_102_0_receipts.jpg,0,0,0,0.5862399246209923
collage_143_1_receipts.jpg,1,1,1,0.5354362134784516
