filename,actual,original_count,predicted,confidence
collage_115_1_receipts.jpg,1,1,2,0.5509628016978935
collage_016_3_receipts.jpg,2,3,2,0.6496807535735672
collage_249_0_receipts.jpg,0,0,0,0.5517106873155898
collage_239_0_receipts.jpg,0,0,0,0.6820394538647576
collage_180_0_receipts.jpg,0,0,0,0.5624848974930182
collage_158_0_receipts.jpg,0,0,0,0.5729232355325651
collage_294_3_receipts.jpg,2,3,2,0.6641270436949923
collage_264_0_receipts.jpg,0,0,0,0.5564387857581541
collage_220_0_receipts.jpg,0,0,0,0.648490793612993
collage_285_1_receipts.jpg,1,1,2,0.5158914585975587
collage_093_0_receipts.jpg,0,0,0,0.5792965831413289
collage_142_1_receipts.jpg,1,1,1,0.5011665401638646
collage_009_4_receipts.jpg,2,4,2,0.6726684669262667
collage_113_2_receipts.jpg,2,2,2,0.6225502307437324
collage_055_1_receipts.jpg,1,1,2,0.5401316866942681
collage_033_0_receipts.jpg,0,0,0,0.5946019981140372
collage_170_0_receipts.jpg,0,0,0,0.6333142470173228
collage_120_0_receipts.jpg,0,0,0,0.5345519195001706
collage_032_1_receipts.jpg,1,1,2,0.5623256014682655
collage_259_2_receipts.jpg,2,2,2,0.5105984982311453
collage_148_0_receipts.jpg,0,0,0,0.5653732482537149
collage_200_1_receipts.jpg,1,1,2,0.5108959194262488
collage_035_1_receipts.jpg,1,1,1,0.518291711675647
collage_297_1_receipts.jpg,1,1,1,0.5036981147962655
collage_272_0_receipts.jpg,0,0,0,0.6706363713277885
collage_096_3_receipts.jpg,2,3,2,0.6437171501965677
collage_109_0_receipts.jpg,0,0,0,0.5828250887982005
collage_296_0_receipts.jpg,0,0,0,0.5809427303075043
collage_184_0_receipts.jpg,0,0,0,0.6459130786397195
collage_171_0_receipts.jpg,0,0,0,0.6777724095581837
collage_006_1_receipts.jpg,1,1,1,0.5015814094298235
collage_000_0_receipts.jpg,0,0,0,0.6409008897698277
collage_024_0_receipts.jpg,0,0,0,0.6054830815171762
collage_262_2_receipts.jpg,2,2,2,0.6169704954811847
collage_065_1_receipts.jpg,1,1,2,0.5108816821138747
collage_203_0_receipts.jpg,0,0,0,0.6451031163008542
collage_194_0_receipts.jpg,0,0,0,0.6025163584341724
collage_014_1_receipts.jpg,1,1,1,0.5150560557515955
collage_211_2_receipts.jpg,2,2,2,0.5682509998981132
collage_041_4_receipts.jpg,2,4,2,0.6634097572784594
collage_078_1_receipts.jpg,1,1,2,0.5422537692870836
collage_057_0_receipts.jpg,0,0,0,0.5938825002199098
collage_083_0_receipts.jpg,0,0,0,0.5437461756887664
collage_185_0_receipts.jpg,0,0,0,0.5547746734853829
collage_102_0_receipts.jpg,0,0,0,0.5868735525330498
collage_143_1_receipts.jpg,1,1,1,0.5378053214841004
