filename,actual,original_count,predicted,confidence
rectangle_0084_4.jpg,2,4,2,0.5933582698593177
rectangle_0059_1.jpg,1,1,1,0.5555893047316137
rectangle_0080_0.jpg,0,0,1,0.5168588490735141
rectangle_0040_1.jpg,1,1,1,0.5352726506543746
rectangle_0064_2.jpg,2,2,2,0.522618316274699
rectangle_0038_2.jpg,2,2,2,0.5239642601844261
rectangle_0082_0.jpg,0,0,1,0.5168588490735141
rectangle_0099_3.jpg,2,3,2,0.5514931779599559
rectangle_0023_1.jpg,1,1,1,0.5307010768450096
rectangle_0066_1.jpg,1,1,1,0.5464629828432239
rectangle_0060_2.jpg,2,2,2,0.5309173343577842
rectangle_0025_2.jpg,2,2,2,0.5056957765123236
rectangle_0027_0.jpg,0,0,1,0.5168588490735141
rectangle_0042_5.jpg,2,5,2,0.6268798497876209
rectangle_0007_5.jpg,2,5,2,0.6109179982806389
rectangle_0079_3.jpg,2,3,2,0.5436795345390628
rectangle_0018_0.jpg,0,0,1,0.5168588490735141
rectangle_0001_1.jpg,1,1,1,0.5395585022324227
rectangle_0044_1.jpg,1,1,1,0.5487037676496762
rectangle_0003_3.jpg,2,3,2,0.5401161876433562
rectangle_0046_2.jpg,2,2,2,0.5152555592824773
rectangle_0062_3.jpg,2,3,2,0.5634945432886129
rectangle_0021_5.jpg,2,5,2,0.5961604487319748
rectangle_0086_2.jpg,2,2,2,0.5259270758870207
rectangle_0005_4.jpg,2,4,2,0.6193521298672585
rectangle_0006_1.jpg,1,1,1,0.5438805106327
rectangle_0067_0.jpg,0,0,1,0.5168588490735141
rectangle_0004_3.jpg,2,3,2,0.5674473304253073
rectangle_0041_3.jpg,2,3,2,0.5866231496536348
rectangle_0065_3.jpg,2,3,2,0.5748208319737157
rectangle_0024_5.jpg,2,5,2,0.6144315392705517
rectangle_0020_1.jpg,1,1,1,0.5435287979752045
rectangle_0022_3.jpg,2,3,2,0.5633078066826319
rectangle_0083_3.jpg,2,3,2,0.5481466388859695
rectangle_0058_0.jpg,0,0,1,0.5168588490735141
rectangle_0061_0.jpg,0,0,1,0.5168588490735141
rectangle_0098_4.jpg,2,4,2,0.5910974034348897
rectangle_0085_1.jpg,1,1,1,0.5417474840362413
rectangle_0087_3.jpg,2,3,2,0.5690153999116849
rectangle_0078_0.jpg,0,0,1,0.5168588490735141
rectangle_0026_3.jpg,2,3,2,0.5298039395131268
rectangle_0063_3.jpg,2,3,2,0.56403209626039
rectangle_0081_4.jpg,2,4,2,0.5630250276293427
rectangle_0047_2.jpg,2,2,2,0.5206142690855146
rectangle_0039_4.jpg,2,4,2,0.5699179946567751
rectangle_0002_0.jpg,0,0,1,0.5168588490735141
rectangle_0019_2.jpg,2,2,1,0.5157780964936562
rectangle_0043_5.jpg,2,5,2,0.6286505567020464
rectangle_0000_3.jpg,2,3,2,0.5500181292586561
rectangle_0045_3.jpg,2,3,2,0.5479484723741096
rectangle_0033_1.jpg,1,1,1,0.5365636838501475
rectangle_0074_2.jpg,2,2,2,0.5288884162248876
rectangle_0089_2.jpg,2,2,2,0.5135565050234793
rectangle_0056_5.jpg,2,5,2,0.5983278115314132
rectangle_0049_0.jpg,0,0,1,0.5168588490735141
rectangle_0092_3.jpg,2,3,2,0.589043957117032
rectangle_0028_1.jpg,1,1,1,0.5680896318115579
rectangle_0070_4.jpg,2,4,2,0.5974573680559007
rectangle_0015_1.jpg,1,1,1,0.5532703744677867
rectangle_0052_3.jpg,2,3,2,0.5741463000072201
rectangle_0094_4.jpg,2,4,2,0.6048728463658398
rectangle_0050_0.jpg,0,0,1,0.5168588490735141
rectangle_0008_5.jpg,2,5,2,0.6287569677043011
rectangle_0090_0.jpg,0,0,1,0.5168588490735141
rectangle_0035_5.jpg,2,5,2,0.6026440494965739
rectangle_0031_5.jpg,2,5,2,0.6010843259097973
rectangle_0072_2.jpg,2,2,2,0.5134941091131794
rectangle_0037_2.jpg,2,2,2,0.5110561430392278
rectangle_0069_3.jpg,2,3,2,0.5729234590946147
rectangle_0017_4.jpg,2,4,2,0.5741776288672505
rectangle_0076_5.jpg,2,5,2,0.598502583012208
rectangle_0096_0.jpg,0,0,1,0.5168588490735141
rectangle_0013_0.jpg,0,0,1,0.5168588490735141
rectangle_0054_2.jpg,2,2,2,0.5151673654423781
rectangle_0011_2.jpg,2,2,2,0.5181716194695236
rectangle_0071_4.jpg,2,4,2,0.6366512533164553
rectangle_0055_5.jpg,2,5,2,0.5983052559122849
rectangle_0093_2.jpg,2,2,2,0.5125975543607061
rectangle_0048_1.jpg,1,1,1,0.5167706250707891
rectangle_0029_0.jpg,0,0,1,0.5168588490735141
rectangle_0077_3.jpg,2,3,2,0.5496050678035235
rectangle_0051_0.jpg,0,0,1,0.5168588490735141
rectangle_0053_2.jpg,2,2,2,0.5313095663732629
rectangle_0088_3.jpg,2,3,2,0.5363036094709609
rectangle_0032_1.jpg,1,1,1,0.5400119624217947
rectangle_0091_3.jpg,2,3,2,0.5723146049575424
rectangle_0097_5.jpg,2,5,2,0.6490035831693776
rectangle_0014_3.jpg,2,3,2,0.5644200811305833
rectangle_0016_5.jpg,2,5,2,0.6030061262106586
rectangle_0073_0.jpg,0,0,1,0.5168588490735141
rectangle_0034_3.jpg,2,3,2,0.5710612989965773
rectangle_0012_0.jpg,0,0,1,0.5168588490735141
rectangle_0095_2.jpg,2,2,2,0.5140386144275206
rectangle_0068_2.jpg,2,2,2,0.5165079401903054
rectangle_0009_1.jpg,1,1,1,0.5279133395454495
rectangle_0057_2.jpg,2,2,2,0.5158364926985453
rectangle_0036_3.jpg,2,3,2,0.5310761549990314
rectangle_0010_0.jpg,0,0,1,0.5168588490735141
rectangle_0030_4.jpg,2,4,2,0.6035935408662004
rectangle_0075_4.jpg,2,4,2,0.578387391152238
